sentences,values
mahasiswa banyak pasu nasi bungkus ya demo cuman gara gara makan siang gratis oh ya lupa sengketa hak rampas aset nasi bungkus ya makan diam seviral demo demo solusi tuntas panasbung,1
apasih picek nih katakan lucu,1
wow gila sih bangsat banget calon suami lu tinggal gara gara kalo serius nikah sih ya syukur lu jauh lo pantas laki laki bejat kaya gitu,1
cebong dongok sensi mas,1
sekolah gratis kelas nik bego kayak,1
basmi lu si onta,1
cacing tanah bermnfaat bagi masyarakat sampah super busukk wabah sakit cebong super blunder pikir,1
mata sipit kek korea keluarga suara badan bikos bilang ideal abri love semu hidup bts,0
wanti wanti orang pakai nama gereja katolik,0
buru hapus pollower cebong keburu orang lihat bejat,1
kasihan ya hidup cuman bahan hujat masyarakat mubazir banget deh hidup lo bunuh,1
rokok keren asap pantat,1
bangsat story instagram rang orang spoiler endgame,1
heran cowok bully sabar meldi,0
syaa allah mantapppppp eittsss bangga euyy gubernur indonesia,0
bajing bangsattt setan anjing babiiiiii keboo iblisssss gueh kunyaaah anak setan ituuuu,1
performa isu kemaren main gamepass grafik burik bingkai drop parah,0
ruu sempurna lihat kembang nya bom ruu keras represif ragu aparat nya,0
si cantik jago emut alias sepong kontol toket liat bikin sange kontol kaya gitu,1
mun rocky gerung komentar mah kieu isina tragedi curi bukti rezim selesai miskin,0
parah bejat bejat bejat bejat ubah dukung,0
kampret saat lo moveon lupa eh japri pesan pendek,1
deh nangkring nangkring pohon ya susah beda kunti,0
ente bule rezim jokowi pilih saham angkat kaki bumi nkri,0
himmler pimpin devisi serta perwira yesus orang yahudi orang ras arya,0
yawlah daniel kalo beli micin bego lurah,1
keanekaragaman budaya suku agama sungguh kaya djarot hadap serta raker cabsus pdi juang kota gunungsitoli djarotsihar sumut pilih djoss gunungsitoli pdiperjuangan,0
bodo lihat kaya gitu kasih perhati,1
satu gereja katolik sifat dinamis selaras beda ikut sikon kembang zaman salah manifestasi dispensasi kawin campur pasang katolik non katolik,0
sala cebong pintar si kampreet maju otak udang pake gede badan wajarla petinggi kampret pinda haluan,1
brengsek gua tobat muncul kutuk kau,1
si bodoh sok ulama paham agama ngaji belepotan,1
gue cuit ulang video nya sedih kasihan viral takut idiot bully mas si korban rundung mahasiswa nya ui nama prayformahasiswaui,1
bahaya tingkat marah marah marah capek sabar batas capek sabar,0
jilat akui muslim agama hina nista si btp mulut diam ahok kenang kaum jilat kek,1
top gd seungri donghae tiffany taeyeon bom cl chanyeol himchan leo bias,0
amin ras dan ratna si pahit si onta si lobang anus takut wo wo habis obat tenang yh,1
harus cebong kalut kalo dekat,1
setya novanto pancasila titik temu budaya leluhur tumbuh kembang nusantara golkar,0
benar akun pir akun satu it cerita pendek brengsek pas baca cerita baca unpub semua,1
culun pasang lovren mignolet,1
sela meja lemari nyelempit harus kali sapu biar naung kecoa berak cicak,0
maaf twitter kali dbuat orang bego,1
sakit perut beli goreng maken mencret mas,0
perum cikeas permai cikeas udik kec selamat malam putri bogor listrik padam rumah tolong cek terima kasih,0
kom menkumham md hak imunitas debat uu pilkada ketok palu dekat presiden keluar perpu md presiden keluar tandatangan,0
takiyuddin kerusi parlemen tanding abdul,0
islam ya islam islam tambah embel islam nusantara teman pake embel katolik nusantara protestan nusantara hindu nusantara budha nusantara kalo pake embel nya ya silah,0
pagi pagi galau galau kampus coba mencret lucu,0
bentuk bani togel gera okeh cukong tunggang agama bukannn,1
dukung napi ahok jokowi akal pks kasihan umat cebong,1
asu rem sumpah nyari tau gitu,1
tolong kalo liat bok ya panggil pas papas buta budek tunggu,0
pilkada kota serang pilih tolong mbah pilih,0
muncul pki bulu monyet,1
eh perek gue lu hiatus,1
akui wartawan kosakata lu gembel,1
si meldi jelek gaya beda banget tante sepupu cantik,1
tunggu lebaran lu lebaran monyet,1
tulis gombal hoax professor marcus mietzner banjir media internasional australia hongkong spore eropa jaring santamaria erat hubung csis kasebul kelompok katolik ultrakanan,0
kasi bening pilih daki,1
emang lo sontoloyo si kecut,1
babi lo jaring cacat,1
bandara udara internasional kertajati bangun gubernur ahmad heryawan apbn perintah pusat insya allah operasi,0
sok kristen kristen moga tolak hidup tenang,0
barang siapa bunuh mu ahid kafir jamin aman alas cium wangi surga jarak puluh jalan ahmad khilafahajaranislam returnthekhilafah,0
kalo tantang bukti benar jokowi turun pki bukti berita ilang aneh pilpres tuduh pki ilang bar,0
mahfud md paling allah swt berang bangsa ajak buang islam,1
cebong terima bilang rezim amatir amatir bukti rezim profesional utang negara janji kampanye bukti makmur rakyat subsidi cabut rezim kayak lu bilang profesional,1
islam ayat muhkamat mutasyabihat ulama tafsir dajjal simbol jahat arti facta real mahluk rame tuh ulama menafairkan bah,0
autis autis autis dah banci autis rem,1
ateis edgy gimana sih kawan tolong kasih gue cerah dasar atheis percaya alat edgy keren,0
bangun kantor presiden kantor menteri,0
banyak minum air kencing onta air minum suling tinja otak error stress,1
pegang rusia takut tuduh antek komunis pegan kroasia takut tuduh antek kafir semenjak tukang tuduh hpup sulit,0
berita saracen diframing katak akan tim prabowo anies sandi seberulnya media tumpah sakit hati katak cebong ehe,1
presiden gelar rapat kabinet batas agenda bahas cepat laksana usaha,0
cawapres jokowi orang tinggal presiden terbit dekrit partai usung jatah cawapres jokowi sih perppu terbit urgensi,0
lu gila rsj sih obat serius deh kepala lu kacau,0
pink titit gmana titit warna coklat benyek,1
presiden lapor jajar kait detail siap infrastruktur transportasi rakyat,0
rizal ramli paska gubernur dki jakarta sejuk tenang,0
nomor anak hilang tangan kaki injak ranjau si anak kasihtau kabar buruk orang tua kondisi orang tua terima orang cacat beban sakit hati dengar,0
beda milik ri freeport maling usaha resmi ijin syah rezim,0
mental lgbt wujud lahir sebab kisah pengaruh bebas batas kian luas manusia normal tahan hak amal normal,0
thailand negara asia cowok kontol,1
orang catat jurnal teliti agama sosial budaya para nabi afrika bawa jurnal jalan teliti orang anggap,0
lengkap derita pakai kontol pakai tangan pas pakai tangan cewe nya sakit,1
cebong kapir alay goblok munafik jijik banget dah,1
bilang anti asing aseng tau,0
gelar profesor palsu lucu nikmat gelar profesor ech tahu bongkar dosen staf gila ikut keburu cinta ilmu palsu gendeng,1
barusan banget malam jumat workout kecil kamar tidur pas angkat angkat kaki dengar suara samar samar kaya ketawa gitu doooong mampus tuh,1
asus jt doang kawan mulus kedua sih laptop cacat jual pas cek emang layar dikit cacat ganggu fungsi laptop,0
buta hati buta mata liat tenaga kerja aseng ilegal liar negeri dungu lu piara,1
sebwah ubah titit mentol,1
memek nikmat ku suka,1
kristen nusantara katolik nusantara,0
gatot pikir mujur sby sby presiden momentnya saing gatot karya jadi gatot capres mati langkah,0
ya henti anti aseng politik sara rusak rukun manusia,0
acting nya murah gg laku pasar cebong ya dungu nya permanen minum air kencing bagong tumpul tuh otak,1
bangsat kau tipu anjing tobat lo ajal jemput,1
mampus lu anak langsung nongol,1
suka tutup mata tutup tutup gara sipit,0
kalo harap ikut kontes miss earth les inggris biar lidah keseleo,1
riah acara temu masyarakat indonesia gubernur kjri istanbul ajar gubernur pesan bangun jaring indonesia,0
hai dukung hitler kalo komunis,0
bacut kerja agama sing koyok ngene neno muncul sih bain tipu kuduuu ikhlass sabarrr pasrahhh sing tipu muslim bego pelihara cpd,1
masyaallah rafathar ganteng kuat lihat alis,0
goblok lu cinta alam aktif bantu korban basarnas gunung anjing brengsek lu ngentot mbak kunti bangsat gigolo lu sono rinjani biar lu gimana sulit medan,1
bawaslu kolaka tinggi langgar asn pilkada uji pilkada,0
dah masal kena kutuk grup kampang,1
gila gila gila tangan kaki ekspresi emosi tuang adi karya fantastis,0
indonesia anti kalo ungkit pki cari presiden kait buruk hanya itu saja mudah indonesia bangkit,0
hetifah tingkat sektor pariwisata kaltim baca berita pembaruan koran kaltim baca koran kaltim wisata kaltim samarinda tenggarong balikpapan bontang rau,0
hubungi nya putus mk presiden kuasa republik pisah eksekutif legislatif yudikatif tiga diri,0
keren banget sebentar mantap abis tunggu karya ya kak tinggal aman sehat isyana ku,0
nafsu senjata ampuh lawan manusia si rapi bersih apa manusia paha bokong gede gas,0
jokowi kenal kawasan kolam kodok,1
sejahtera lahir capai makmur sejahtera bathin capai adil usaha capai makmur rezim mis bangun infrastruktur berantas ilegal pancing bbm harga freeport apresiasi,0
ah punya kampret cebong,1
sombong tau manusia sumber bau bau kaki bau bau udel bau ketek tuli korong cileuh bau kepala bau mulut bau karbit jengkoleun comberan bangke,1
positif positif respon masyarakat cangkul impor garam impor beras impor jagung impor tenaga kerja impor esemka impor,0
menteri agama klarifikasi muslim ajar bawa sembah,0
waspada jateng indikasi mobilisasi massa jateng tamasya pilkada temu panwas brebes nkk anggota keluarga,0
rezim kuras papua rasa hasil tambang freeport moga papua maju ekonomi rasa indonesia,0
ahok pilih pimpin dasar agama langgar konstitusi babi bungkus bacot pecah belah umat agama,1
info sesat paspor paspor tki khusus tki iya paspor paspor mana pepo bahas pinn,0
serang wa wa cebong,1
plt gubernur bengkulu rohidin mersyah hadir upacara bangsa badan nasional tanggulang terorisme bnpt forum koordinasi cegah terorisme fkpt provinsi bengkulu lapang rektorat institut agama islam negeri iain bengkulu,0
kualitas wakil rakyat pro rejim down skor dukung bantu presiden giat rajin eh tahu kalo dendam kalah nalar,0
kemarin hujat harap dasar bani kamprey,1
muka kaya pantat monyet beruk celeng,1
kotor bahagia warga cebong mengerti,1
ayo ajak mas goen alih sembah allah swt benci kafir bakar kemenyan,1
bom bunuh teroris bunuh akui jihad dukung antek teroris bela,0
alas tinggal tivi perlahan banyak takut bom bunuh politik perang korupsi kadang anak millenials peduli pikir ngatasinnya,0
malaysia butuh tenaga jongos indonesia indonesia kerja rakyat lapang kerja rakyat rakyat china otak lu mana hoi jabat bacot congor lu,1
biar ireng cat warna biru,0
malu liat untung malam debat kaya mata najwa coba kalo format ringsek dah pasang asu,1
mantap bang bagus bang emang cuitan perhati bang ya agama bang ajar baik tuhan mantap ngk ente sukses,0
katolik nusantara misa pakai bahasa indonesia pakai bahasa jawa yogya jawa pakai bahasa lokal,0
kucing buka pintu sikit panjat pagar ajar monyet,0
gue gampang anak ideal katakan tetek bengek finansial nikah pergi change pikiran if dapat,0
abdullah bin amer bin perintah rasulullah shallallahu wa sallam beli ekor onta harga ekor onta bayar ingin,0
ah nama aneh sih pikir asing tanggap sembari memanggut manggutkan kepala tawa ringan luncur respons gemas candy sadar tangan ulur usak surai sang puan,0
icymi swat sfc selamat monyet proboscis,0
seyogyanya benci ilfil keparat otak sumbu pendek modal sandang,1
geblek nya si blekok pis mas bini cere putus tau bini uda jalan laki iseng posting titit laki bini si ble,1
jatim anti hoax pilkada damai deklarasi anti hoax guru smak st yusup,0
cantik banget moga sehat kakak panutan,0
derita nun sana rasa perih saudara muslim umat islam saudara bantu doa,0
petahana nyata wapres nya takut backstab cak imin romi ngoahahah ahli cebong tukang tipu cebong mah gitu goblok tulung plonga plongo akibat optimisme,1
bwahahhahaha demen dah liat cebong amuk khas cebong banget kalah debat amuk amuk cung kacung ganti presiden kacung,1
teriak anti asing aseng fadli zon teman sma donald trump fadli zon mental munapik,1
kodok sma macan asia ya level beda kelasss jauuuh dongoook dungu kodok si munafik,1
kecil hati orang model kaya gitu akal sehat beda orang gila akal waras normal hina kurang iman hina,0
sing sabar kawan terkadang capai baik butuh korban orang kasih juang belenggu ridho nya cacat tur bagus sukses iseh okeh sing antri kanggo,0
ri lu nonton brodus cina,0
semangat orang cerita politik konon nak tegak islam makan ambik masuk mulut tegur baca bismillah tukar topik cerita pasal ronaldhinho nak main tim perak liga super,0
otak wc otak babi terima ahok kafir ahok kafir hina anggap islam sampah,1
minggu digitalisasi minggu rektifikasi pembaruan pbb susun pbb senang kampung ajar info peta pemeta duni arcgis autocad mana cacat apps,0
cupu besok uji minggu ads giat baring kos,1
bodoh budak islam kawan icmi allah swt tuhan gerhana,1
indonesia negara populasi muslim besar dunia islam musuh barat komunis hambat agenda penting obviously,0
kaca idiot idiot panggil idiot,1
ajak anak anak ledak bom muncul orang paham islam tindak keji aman abdurrahman,0
cari mommy biar nete,1
tutup agensi anggota kenal dekat biar rasa asing,0
eh tau anjing kau,1
gua cecann rep bilang gua monyet sudah,1
biar rama biar shinta ucap tunduk malu ratap sedih biar rama shinta cerita asmara diam bisu dengar kisah cinta wayang senantiasa,0
tiket ka tambah kelas ekonomi ludes jual,0
hak salah lindung panji pesan dev ya moga cowo dekat brengsek sakit dev,1
lucuuuu kak woozi sih tuyul ya lucu tuyul,0
presiden polling menang mimpi onani,1
dukung anti hoax pilkada damai warga kec sukolilo sby,0
cuit ulang goyang basah horny memek colmek colok memek jembut memek becek ngentot videongentot vi,1
ridwan kamil kembang pesantren usaha ridwan kamil,0
guoplok baca berita cebong kutuk larang dongok jnhan besarin,1
sisa sore jalan si kunyuk,1
ai uu md nanahaon tateh nya,0
inovasi desa kuat ekonomi masyarakat nagari sumatera barat bumdesmendunia tppisumbar,0
hiiihhh jiik lihat nih orang aura buruk manis manis,1
cebong otak korban tau nyinyir,1
catet cebong kader komunis indonesia,1
silvi nyinyir melulu nya sayang sesat maklum sih emakemak debatfinaldki,1
rekomendasi along tengok cerita danish pasal pertama transgender sejarah jaya ubah perempuan professional tolong along khunsa tengok baik film,0
saat cowok usaha lacak perhati gue lantas remeh perhati gue kasih khusus basic cowok bego,1
anjing bangsat tai doang,1
nete kak untung nya nate tabok,1
foto pdiperjuangan silaturahmi imam masjid istiqlal,0
kimak bangsat bungul jancok jabat ppatk,1
kristen nusantara contoh hkbp huria kristen batak protestan gkj gereja kristen jawa gereja pasundan gereja manado gereja malu gereja papua ciri khas sesuai tradisi suku,0
gubernur relasi dahsyat gubernur akui presiden bagus amburadul,0
nonton tros bagian siha orang takut bong tai gyu gara peran pas psikopat,0
anjir gue rumah doang pagi tidak mengerti arah jalan main bingung gada teman,1
cuit ulang gadis medan kulum emut kontol enak pacar horny memek colmek colok memek jembut memek becek,1
miris presiden negara daya kacung,1
ya gua inti kesal dah pokok ikut angsat biar nya bego kadang,1
gaya hidup budaya asli hilang hilang jati,0
loh zul mosok lembar softex bilang harga congor lu zul,1
gara gara edit kejam knet kenal dukung serta serta kasi,0
sari konde perempuan tua nan fasik patut komparasi cadar kidung mantra tenggelam indah azan ib,0
